"eventid";"success";"date";"gname";"individual";"phenomenon_area";"city";"latitude";"longitude";"dayunclear";"locationunclear";"doubtterr";"alternative_txt";"nkill";"nwound";"nkillter";"nwoundte";"attacktype1_txt";"attacktype2_txt";"targtype1_txt";"targtype2_txt";"targtype3_txt";"target1";"target2";"target3";"corp1";"corp2";"corp3";"weaptype1_txt";"weapsubtype1_txt";"weaptype2_txt";"weapsubtype2_txt";"weaptype3_txt";"weapsubtype3_txt";"weapdetail";"suicide"
199109180008;1;1991-09-18;"Anti-Immigrant extremists";1;"Right-Wing Extremism";"Saarlouis-Fraulautern";49,327778;6,770833;0;0;0;NA;1;2;NA;NA;"Armed Assault";NA;"Private Citizens & Property";NA;NA;"Hostel for Asylum-Seekers";NA;NA;"Weisses Roessl Inn";NA;NA;"Incendiary";"Gasoline or Alcohol";NA;NA;NA;NA;"Gasoline";0
199110050008;0;1991-10-05;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Rostock";54,083273;12,100328;0;0;-9;NA;NA;NA;NA;NA;"Armed Assault";NA;"Business";NA;NA;"Workers Hostel *";NA;NA;"Gov't";NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
199110050009;0;1991-10-05;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Eisenhuttenstadt";52,144796;14,669583;0;0;-9;NA;NA;1;NA;NA;"Assassination";NA;"Private Citizens & Property";NA;NA;"Foreigner seeking asylum in Germany";NA;NA;NA;NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
199110080002;1;1991-10-08;"Unknown";0;"Uncategorized";"Dresden";51,050991;13,733633;0;0;-9;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Business";NA;NA;"Branch";NA;NA;"Dresden Bank AG";NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
199110110008;0;1991-10-11;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Rostock";54,083273;12,100328;0;0;-9;NA;NA;NA;NA;NA;"Assassination";NA;"Private Citizens & Property";NA;NA;"Uruguayan national";NA;NA;NA;NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
199110110009;0;1991-10-11;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Greifswald";54,097205;13,387987;0;0;-9;NA;NA;1;NA;NA;"Assassination";NA;"Private Citizens & Property";NA;NA;"29 year old Moroccan national";NA;NA;NA;NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
199110110013;1;1991-10-11;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Greifswald";54,097205;13,387987;0;0;-9;NA;NA;NA;NA;NA;"Armed Assault";NA;"Business";NA;NA;"Siemens AG Hostel for Foreign Workers";NA;NA;"Siemens AG";NA;NA;"Firearms";"Handgun";NA;NA;NA;NA;"Pistol";0
199110110014;1;1991-10-11;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Profen";51,125435;12,211547;0;0;-9;NA;NA;1;NA;NA;"Armed Assault";NA;"Government (General)";NA;NA;"Asylum Seekers Hostel";NA;NA;"Govt";NA;NA;"Firearms";"Handgun";NA;NA;NA;NA;"Pistol";0
199110120007;1;1991-10-12;"Action Group for the Destruction of the Police State";0;"Uncategorized";"Bielefeld";52,023062;8,533072;0;0;0;NA;2;NA;NA;NA;"Assassination";NA;"Police";NA;NA;"Officers Joerg Lorkowski and Andreas Wilkending";NA;NA;"Police";NA;NA;"Firearms";"Automatic or Semi-Automatic Rifle";NA;NA;NA;NA;"Automatic firearm";0
199110120009;1;1991-10-12;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Geesthacht";53,430252;10,374086;0;0;-9;NA;NA;NA;NA;NA;"Unarmed Assault";NA;"Private Citizens & Property";NA;NA;"Turkish group outside resturant";NA;NA;NA;NA;NA;"Melee";"Blunt Object";NA;NA;NA;NA;"Club";0
199110120010;1;1991-10-12;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Springe";52,207287;9,555685;0;0;-9;NA;NA;NA;NA;NA;"Unknown";NA;"Business";NA;NA;"Hostel for asylum seekers";NA;NA;"Govt";NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
199110140001;0;1991-10-14;"Unknown";0;"Uncategorized";"Leipzig";51,339673;12,371364;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Transportation";NA;NA;"Express Train D-972, Dresden to Leipzig";NA;NA;"Reichsbann (East German Railways)";NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
199110160007;1;1991-10-16;"Iranian exiles";0;"Foreign Extremism";"Cologne";50,940664;6,959912;0;0;0;NA;NA;1;NA;NA;"Unarmed Assault";NA;"Business";NA;NA;"Iranian Stand";NA;NA;"World Food Fair";NA;NA;"Chemical";NA;NA;NA;NA;NA;"Tear gas";0
199110170017;1;1991-10-17;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Berlin";52,50153;13,401851;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Transportation";NA;NA;"6 Buses *";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
199110170018;1;1991-10-17;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Pasewalk";53,50516;13,990185;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Business";NA;NA;"Hostel for foregin workers";NA;NA;"Gov't";NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
199110180009;1;1991-10-18;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Schwedt";53,054465;14,285218;0;0;-9;NA;NA;4;NA;NA;"Unknown";NA;"Private Citizens & Property";NA;NA;"Polish Vehicle entering Germany";NA;NA;NA;NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
199110220004;0;1991-10-22;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Trier";49,753742;6,646251;0;0;-9;NA;NA;2;NA;NA;"Unknown";NA;"Private Citizens & Property";NA;NA;"Africans Aboard Bus";NA;NA;NA;NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
199110260037;1;1991-10-26;"Autonomen";0;"Left-Wing Extremism";"Mackenrode";51,305191;10,068682;0;0;0;NA;NA;NA;NA;NA;"Unknown";NA;"Government (General)";NA;NA;"Residence of Party Leader Karl Polacek";NA;NA;"Free Germany Workers Party";NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
199111010001;1;1991-11-01;"Unknown";0;"Uncategorized";"Hamburg";53,553813;9,991586;0;0;-9;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Private Citizens & Property";NA;NA;"Street near St. Pauli District";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
199111030001;1;1991-11-03;"Unknown";0;"Uncategorized";"Bonn";50,732674;7,096299;0;0;0;NA;NA;10;NA;NA;"Facility/Infrastructure Attack";NA;"Government (General)";NA;NA;"Home for immigrants";NA;NA;"Govt";NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
199111070001;1;1991-11-07;"Unknown";0;"Uncategorized";"Ladebow";54,097793;13,442432;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Business";NA;NA;"Immigrants' Hostel";NA;NA;"Govt";NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
199111070002;1;1991-11-07;"Unknown";0;"Uncategorized";"Greifswald";54,097205;13,387987;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Business";NA;NA;"Immigrants' Hostel";NA;NA;"Govt";NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
199111090003;1;1991-11-09;"Left-Wing Terrorists";0;"Left-Wing Extremism";"Gottingen";51,532605;9,928442;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Government (General)";NA;NA;"Transmitters, Fire Brigade and Emergency Services";NA;NA;"Govt";NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
199111120001;0;1991-11-12;"Unknown";0;"Uncategorized";"Darmstadt";49,87242;8,650855;0;0;0;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Utilities";NA;NA;"NATO Fuel Pipeline";NA;NA;"NATO";NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
199111140005;1;1991-11-14;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Leipzig";51,339673;12,371364;0;0;-9;NA;NA;1;NA;NA;"Armed Assault";NA;"Private Citizens & Property";NA;NA;"Residence, Vietnamese Family";NA;NA;NA;NA;NA;"Melee";"Knife or Other Sharp Object";NA;NA;NA;NA;"Knife";0
199111140006;1;1991-11-14;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Leipzig";51,339673;12,371364;0;0;0;NA;NA;NA;NA;NA;"Armed Assault";NA;"Private Citizens & Property";NA;NA;"Resdience, Vietnamese Family";NA;NA;NA;NA;NA;"Firearms";"Handgun";NA;NA;NA;NA;"Pistol";0
199111170005;1;1991-11-17;"Left-Wing Terrorists";0;"Left-Wing Extremism";"Konigs Wusterhausen";52,298916;13,627807;0;0;1;"Intra/Inter-group Conflict";NA;9;NA;NA;"Unarmed Assault";NA;"Private Citizens & Property";NA;NA;"Neo-Nazi Group";NA;NA;NA;NA;NA;"Melee";"Blunt Object";"Melee";"Blunt Object";NA;NA;"Stones; Baseball bats";0
199111280033;0;1991-11-28;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Unknown";52,408418;12,562492;0;0;-9;NA;NA;2;NA;NA;"Assassination";NA;"Tourists";NA;NA;"2 Israeli tourists";NA;NA;NA;NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
199112060001;1;1991-12-06;"Unknown";0;"Uncategorized";"Ansbach";49,300719;10,571443;0;0;1;"Insurgency/Guerilla Action";NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Military";NA;NA;"Building Housing U.S. Military Personnel";NA;NA;"U.S. Military";NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
199112190005;1;1991-12-19;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Bornheim";50,763756;6,984697;0;0;0;NA;4;1;NA;NA;"Assassination";NA;"Government (General)";NA;NA;"Romanian Woman and 4 children";NA;NA;"Govt home for Asylum Seekers";NA;NA;"Melee";"Blunt Object";NA;NA;NA;NA;"Iron bar";0
199112200001;1;1991-12-20;"Unknown";0;"Uncategorized";"Unknown";54,193719;7,58229;0;1;1;"Insurgency/Guerilla Action";NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Military";NA;NA;"Apartment Bldg Housing U.S. Military Personnel";NA;NA;"U.S. Military";NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
199201020006;0;1992-01-02;"Basque Fatherland and Freedom (ETA)";0;"Foreign Extremism";"Hamburg";53,553813;9,991586;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Government (Diplomatic)";NA;NA;"Spanish Consultant";NA;NA;"Spain State Dept";NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
199201160012;1;1992-01-16;"Revolutionary Cells";0;"Left-Wing Extremism";"Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Private Citizens & Property";NA;NA;"Victory Column Monument";NA;NA;"Govt";NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive - defused";0
199201230006;1;1992-01-23;"Islamic Golden Army";0;"Islamism";"Frankfurt";50,11797;8,644191;0;0;0;NA;NA;NA;NA;NA;"Armed Assault";NA;"Airports & Aircraft";NA;NA;"Office";NA;NA;"Algerian Airlines";NA;NA;"Firearms";"Automatic or Semi-Automatic Rifle";NA;NA;NA;NA;"Automatic firearm";0
199201310005;1;1992-01-31;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Lampertheim";49,594876;8,468759;0;0;-9;NA;3;1;NA;NA;"Armed Assault";NA;"Business";NA;NA;"Home for refugees";NA;NA;"Govt";NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
199202240011;1;1992-02-24;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Blankenfelde";52,336859;13,414454;0;0;-9;NA;NA;1;NA;NA;"Unknown";NA;"Business";NA;NA;"Hostel for Foreign Asylum Seekers";NA;NA;"Govt";NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
199203110018;1;1992-03-11;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Wuppertal";51,25587;7,149972;0;0;-9;NA;NA;NA;NA;NA;"Unknown";NA;"Private Citizens & Property";NA;NA;"Jewish Cemetary *";NA;NA;NA;NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
199203120013;1;1992-03-12;"Kurdish extremists";0;"Foreign Extremism";"Hamburg";53,553813;9,991586;0;0;-9;NA;NA;NA;NA;NA;"Unknown";NA;"Government (Diplomatic)";NA;NA;"Turkish Consulate";NA;NA;"Turkey State Dept";NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
199203230005;1;1992-03-23;"Kurdistan Workers' Party (PKK)";0;"Foreign Extremism";"Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Unarmed Assault";NA;"Business";NA;NA;"Turkish Travel Agency";NA;NA;NA;NA;NA;"Other";NA;NA;NA;NA;NA;"Smoke bomb";0
199203230006;1;1992-03-23;"Kurdistan Workers' Party (PKK)";0;"Foreign Extremism";"Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Unarmed Assault";NA;"Business";NA;NA;"Turkish Travel Agency";NA;NA;NA;NA;NA;"Other";NA;NA;NA;NA;NA;"Smoke bomb";0
199203230013;1;1992-03-23;"Kurdistan Workers' Party (PKK)";0;"Foreign Extremism";"Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Unknown";NA;"Business";NA;NA;"Branch *";NA;NA;"Turkish Bank";NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
199203230014;1;1992-03-23;"Kurdistan Workers' Party (PKK)";0;"Foreign Extremism";"Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Unknown";NA;"Business";NA;NA;"Branch *";NA;NA;"Turkish Bank";NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
199203230015;1;1992-03-23;"Kurdistan Workers' Party (PKK)";0;"Foreign Extremism";"Hanover";52,372068;9,735686;0;0;0;NA;NA;1;NA;NA;"Unknown";NA;"Business";NA;NA;"Branch *";NA;NA;"Turkish Bank";NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
199203230016;1;1992-03-23;"Kurdistan Workers' Party (PKK)";0;"Foreign Extremism";"Kassel";51,318927;9,496007;0;0;0;NA;NA;NA;NA;NA;"Unknown";NA;"Business";NA;NA;"Branch";NA;NA;"Turkish Bank";NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
199203240008;1;1992-03-24;"Kurdistan Workers' Party (PKK)";0;"Foreign Extremism";"Wiesbaden";50,084284;8,238717;0;0;0;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Business";NA;NA;"Branch";NA;NA;"Turkish Bank (Tu-Bank)";NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
199203240009;0;1992-03-24;"Kurdistan Workers' Party (PKK)";0;"Foreign Extremism";"Darmstadt";49,87242;8,650855;0;0;0;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Business";NA;NA;"Branch";NA;NA;"Turkish Bank";NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
199203240022;0;1992-03-24;"Kurdistan Workers' Party (PKK)";0;"Foreign Extremism";"Muenster";51,964711;7,628498;0;0;0;NA;NA;NA;NA;NA;"Unknown";NA;"Government (Diplomatic)";NA;NA;"Turkish Consulate";NA;NA;"Turkey State Dept";NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
199203240023;1;1992-03-24;"Kurdistan Workers' Party (PKK)";0;"Foreign Extremism";"Dusseldorf";51,213924;6,780691;0;0;0;NA;NA;NA;NA;NA;"Unknown";NA;"Government (General)";NA;NA;"Parliament Bldg, North Rhine - Westphalia *";NA;NA;"Govt";NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
199203240024;1;1992-03-24;"Kurdistan Workers' Party (PKK)";0;"Foreign Extremism";"Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Unknown";NA;"Business";NA;NA;"Branch";NA;NA;"Turkish Bank";NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
199203250012;1;1992-03-25;"Kurdistan Workers' Party (PKK)";0;"Foreign Extremism";"Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Airports & Aircraft";NA;NA;"Office";NA;NA;"Turkish Airlines";NA;NA;"Melee";"Blunt Object";"Incendiary";NA;NA;NA;"Stones; Incendiary";0
199203250013;1;1992-03-25;"Kurdistan Workers' Party (PKK)";0;"Foreign Extremism";"Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Airports & Aircraft";NA;NA;"Office";NA;NA;"Turkish Airlines";NA;NA;"Melee";"Blunt Object";"Incendiary";NA;NA;NA;"Stones; Incendiary";0
199203270009;1;1992-03-27;"Kurdistan Workers' Party (PKK)";0;"Foreign Extremism";"Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Unknown";NA;"Business";NA;NA;"Branch";NA;NA;"Turkish Bank";NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
199203270010;1;1992-03-27;"Kurdistan Workers' Party (PKK)";0;"Foreign Extremism";"Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Business";NA;NA;"Branch in Kreuzberg area";NA;NA;"Turkish Bank";NA;NA;"Melee";"Blunt Object";"Incendiary";NA;NA;NA;"Stones; Incendiary";0
199204040001;1;1992-04-04;"Unknown";0;"Uncategorized";"Berlin";52,50153;13,401851;0;0;0;NA;1;NA;NA;NA;"Assassination";NA;"Government (General)";NA;NA;"47 year old leader";NA;NA;"German League";NA;NA;"Melee";"Knife or Other Sharp Object";NA;NA;NA;NA;"Knife";0
199204050009;1;1992-04-05;"Anti-Iran Government Exiles";0;"Foreign Extremism";"Bonn";50,732674;7,096299;0;0;-9;NA;NA;6;NA;NA;"Armed Assault";NA;"Government (Diplomatic)";NA;NA;"Iranian Embassy";NA;NA;"Iran State Dept";NA;NA;"Melee";"Knife or Other Sharp Object";NA;NA;NA;NA;"Knife";0
199204180004;1;1992-04-18;"Kurdistan Workers' Party (PKK)";0;"Foreign Extremism";"Hanover";52,372068;9,735686;0;0;0;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Business";NA;NA;"Brand";NA;NA;"Turkish Bank";NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
199204180005;1;1992-04-18;"Unknown";0;"Uncategorized";"Munich";48,139126;11,580186;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Private Citizens & Property";NA;NA;"Offices";NA;NA;"Turkish Business Council";NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
199204190014;1;1992-04-19;"Kurdistan Workers' Party (PKK)";0;"Foreign Extremism";"Ulm";48,399623;9,996607;0;0;0;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Business";NA;NA;"Turkish Bank";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
199204200007;1;1992-04-20;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Berlin";52,50153;13,401851;0;0;0;NA;NA;12;NA;NA;"Unknown";NA;"Private Citizens & Property";NA;NA;"Leftisit Peace March *";NA;NA;NA;NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
199205010004;1;1992-05-01;"Anarchists";0;"Left-Wing Extremism";"Berlin";52,50153;13,401851;0;0;-9;NA;NA;NA;NA;NA;"Armed Assault";NA;"Government (General)";NA;NA;"Neo Nazi Rally";NA;NA;"Free Workers Party";NA;NA;"Melee";"Blunt Object";"Incendiary";NA;NA;NA;"Rocks; Incendiary";0
199205080005;1;1992-05-08;"Left-Wing Demonstrators";0;"Left-Wing Extremism";"Muenster";51,964711;7,628498;0;0;-9;NA;NA;NA;NA;NA;"Unarmed Assault";NA;"Government (General)";NA;NA;"Vehicle, French Delegation";NA;NA;"14 Nation East-West Conference";NA;NA;"Other";NA;NA;NA;NA;NA;"Paint bombs";0
199205080006;1;1992-05-08;"Left-Wing Demonstrators";0;"Left-Wing Extremism";"Muenster";51,964711;7,628498;0;0;-9;NA;NA;NA;NA;NA;"Unarmed Assault";NA;"Government (General)";NA;NA;"Vehicle, Japan Delegation";NA;NA;"14 Nation East-West Conference";NA;NA;"Other";NA;NA;NA;NA;NA;"Paint bombs";0
199205090007;1;1992-05-09;"Left-Wing Demonstrators";0;"Left-Wing Extremism";"Muenster";51,964711;7,628498;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"NGO";NA;NA;"Conference Bldg";NA;NA;"14 Nation East-West Conference";NA;NA;"Other";NA;NA;NA;NA;NA;"Paint bombs";0
199205120006;1;1992-05-12;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Magdeburg";52,131076;11,636583;0;0;0;NA;1;NA;NA;NA;"Unarmed Assault";NA;"Private Citizens & Property";NA;NA;"Birthday Party in Tavern *";NA;NA;NA;NA;NA;"Melee";"Blunt Object";NA;NA;NA;NA;"Baseball bats";0
199205290008;1;1992-05-29;"Albanian exiles";0;"Foreign Extremism";"Monchengladbach";51,191261;6,442066;0;0;-9;NA;NA;7;NA;NA;"Armed Assault";NA;"Business";NA;NA;"Foreigners Hostel *";NA;NA;NA;NA;NA;"Melee";"Knife or Other Sharp Object";NA;NA;NA;NA;"Knives";0
199206090011;1;1992-06-09;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Seebergen";50,9217;10,798901;0;0;-9;NA;NA;NA;NA;NA;"Unknown";NA;"Private Citizens & Property";NA;NA;"Dance";NA;NA;NA;NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
199206090012;1;1992-06-09;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Nudow";52,327699;13,162157;0;0;-9;NA;NA;2;NA;NA;"Armed Assault";NA;"Private Citizens & Property";NA;NA;"Camp Site";NA;NA;NA;NA;NA;"Melee";"Blunt Object";"Melee";"Knife or Other Sharp Object";NA;NA;"Chains; Knives";0
199206090013;1;1992-06-09;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Seebergen";50,9217;10,798901;0;0;-9;NA;NA;NA;NA;NA;"Unknown";NA;"Business";NA;NA;"Hotel Housing Asylum Seekers";NA;NA;"Govt";NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
199206090014;1;1992-06-09;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Pfiffelbach";51,059066;11,442314;0;0;-9;NA;NA;4;NA;NA;"Unknown";NA;"Private Citizens & Property";NA;NA;"Dance";NA;NA;NA;NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
199206150008;0;1992-06-15;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Unknown";54,193719;7,58229;0;1;0;NA;NA;NA;NA;NA;"Unarmed Assault";NA;"Religious Figures/Institutions";NA;NA;"Jewish Synagogue";NA;NA;NA;NA;NA;"Chemical";NA;NA;NA;NA;NA;"Hydrogen cyanide";0
199207060008;1;1992-07-06;"Unknown";0;"Uncategorized";"Munich";48,139126;11,580186;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Business";NA;NA;"Office";NA;NA;"Siemens Electronics";NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
199207120004;1;1992-07-12;"Unknown";0;"Uncategorized";"Cologne";50,940664;6,959912;0;0;-9;NA;NA;1;NA;NA;"Assassination";NA;"Private Citizens & Property";NA;NA;"Author Stefan Heym";NA;NA;NA;NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
199207150006;1;1992-07-15;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Stuttgart";48,777106;9,180769;0;0;-9;NA;1;1;NA;NA;"Unknown";NA;"Business";NA;NA;"Guest worker Hostel";NA;NA;NA;NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
199207160010;1;1992-07-16;"Mujahedin-e Khalq (MEK)";0;"Foreign Extremism";"Potsdam";52,396851;13,058481;0;0;0;NA;NA;NA;NA;NA;"Unarmed Assault";NA;"Government (General)";NA;NA;"Vehicle Foreign Minister Ali Akbar Velayati";NA;NA;"Iran Govt";NA;NA;"Melee";"Blunt Object";NA;NA;NA;NA;"Stones";0
199208040002;1;1992-08-04;"Unknown";0;"Uncategorized";"Bonn";50,732674;7,096299;0;0;-9;NA;1;NA;NA;NA;"Assassination";NA;"Private Citizens & Property";NA;NA;"Fereydun Farokhzad";NA;NA;"Anti-Iran Government Exile";NA;NA;"Melee";"Knife or Other Sharp Object";NA;NA;NA;NA;"Knife";0
199208220006;1;1992-08-22;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Rostock";54,083273;12,100328;0;0;0;NA;NA;12;NA;NA;"Facility/Infrastructure Attack";NA;"Business";NA;NA;"Hostel for Foreigners";NA;NA;"Govt";NA;NA;"Incendiary";NA;"Melee";"Blunt Object";NA;NA;"Incendiary; Bricks";0
199208230011;1;1992-08-23;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Rostock";54,083273;12,100328;0;0;0;NA;NA;74;NA;NA;"Armed Assault";NA;"Police";NA;NA;"Unit Guarding Foreigners Hostel";NA;NA;"Police";NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
199208250009;1;1992-08-25;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Rostock";54,083273;12,100328;0;0;0;NA;NA;65;NA;NA;"Armed Assault";NA;"Police";NA;NA;"Unit near Abandoned Foreigners Hostel";NA;NA;"Police";NA;NA;"Incendiary";NA;"Melee";"Blunt Object";NA;NA;"Incendiary; Stones";0
199208260009;1;1992-08-26;"Kurdistan Workers' Party (PKK)";0;"Foreign Extremism";"Bremen";53,074981;8,807081;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Business";NA;NA;"Turkish Travel Agency";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive - defused";0
199208290004;1;1992-08-29;"Unknown";0;"Uncategorized";"Hanover";52,372068;9,735686;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Private Citizens & Property";NA;NA;"Old Town Festival";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive - defused";0
199208300004;1;1992-08-30;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Berlin";52,50153;13,401851;0;0;-9;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Private Citizens & Property";NA;NA;"Holocaust Memorial";NA;NA;"Govt";NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive - defused";0
199208300005;1;1992-08-30;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Berlin";52,50153;13,401851;0;0;-9;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Private Citizens & Property";NA;NA;"Holocaust Memorial";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive - defused";0
